t2_mean_log10,t2_std_log10,DEPTH(m)
0.9616702699567704,1.3569651109978504,30.504
0.962604157584683,1.3562423767992893,30.6564
0.9606809291200942,1.3577310655497101,30.8088
0.9617928596421838,1.356870223065775,30.9612
0.9581300692785018,1.3597074037912564,31.1136
0.9571782495934773,1.3604453803617407,31.266
0.9599411253035732,1.358304031684746,31.4184
0.9602169743280932,1.358090370579894,31.5708
0.9815898238776429,1.3416107907176589,31.7232
0.9978595230436424,1.3291673686614707,31.8756
1.0121208181515025,1.3183342541550627,32.028
1.0018760035674694,1.326109286569254,32.1804
0.9830724561019453,1.3404731650525412,32.3328
0.9901212835394089,1.335074629192937,32.4852
1.0064640869372838,1.3226227827504518,32.6376
1.0066062207522157,1.322514890836871,32.79
1.0083528823332188,1.321189595116777,32.9424
0.9955275608017585,1.330945415576963,33.0948
0.9814242607261859,1.3417378728686369,33.2472
0.9752215834169109,1.3465054251514448,33.3996
0.9760482504367795,1.3458692930669687,33.552
0.9692227824564594,1.3511282904244684,33.7044
0.9702139269564667,1.3503636734652422,33.8568
0.9577689521141438,1.35998735561762,34.0092
0.9498464315968146,1.366139608398139,34.1616
0.9513299030135043,1.36498610538827,34.314
0.9394451059856174,1.3742467022146245,34.4664
0.933772212741489,1.378682439453361,34.6188
0.9582026102316267,1.3596511722869162,34.7712
0.9847249290305851,1.3392060825397987,34.9236
0.9696751978389146,1.350779235609228,35.076
0.9792832103119159,1.3433821083669055,35.2284
0.9800962622614532,1.3427575403051748,35.3808
0.9818286531526714,1.3414274873461112,35.5332
0.9827422608599948,1.340726461043618,35.6856
0.9886866395843396,1.3361720402148833,35.838
0.965156051369305,1.3542689005992055,35.9904
0.9502485613591524,1.3658268558921087,36.1428
0.9374785749582293,1.3757832474647738,36.2952
0.9328153599269824,1.3794315927160505,36.4476
0.9354187137728408,1.377393992521198,36.6
0.9304371137851813,1.3812948142843684,36.7524
0.9321370079172264,1.379962867441116,36.9048
0.930541721022299,1.3812128241992592,37.0572
0.9319552813953876,1.38010521666705,37.2096
0.9388042352773617,1.3747473143079807,37.362
0.9387753106574273,1.3747699115812315,37.5144
0.9332860059389727,1.3790630726561366,37.6668
0.942194627041584,1.3721003725859375,37.8192
0.9428036920943293,1.3716252415584669,37.9716
0.9480715896215549,1.3675205813561653,38.124
0.9467122394433237,1.3685789354017306,38.2764
0.954281670564414,1.3626929641480794,38.4288
0.9601543238461837,1.3581388948832498,38.5812
0.958467438480073,1.3594458998638783,38.7336
0.9538063434652776,1.3630620456834988,38.886
0.9459192004465958,1.3691966415374175,39.0384
0.9420815053192112,1.3721886314054703,39.1908
0.9444610485553937,1.3703329232345671,39.3432
0.9421003754016125,1.372173908482457,39.4956
0.948500652756695,1.3671866443578935,39.648
0.9464726721041496,1.3687655161175547,39.8004
0.9524965956830911,1.3640794072441835,39.9528
0.9521622339034527,1.3643392134339603,40.1052
0.9508791625882478,1.3653365143845475,40.2576
0.9534719545607031,1.3633217345180861,40.41
0.9517055957715783,1.3646940879417115,40.5624
0.9585192351352931,1.3594057541007412,40.7148
0.9635381142339228,1.3555198694596429,40.8672
0.9688384761883272,1.3514248488502127,41.0196
0.9706336293181287,1.3500399910496066,41.172
0.9660715698143083,1.353561407257203,41.3244
0.9643680590713029,1.3548780610514533,41.4768
0.9658629457337784,1.353722603726249,41.6292
0.9704874710870348,1.3501527045372002,41.7816
0.9721396686921532,1.3488789776483858,41.934
0.9717688548078647,1.34916477128253,42.0864
0.9757196492755821,1.3461221294662225,42.2388
0.9717209799790939,1.349201672637027,42.3912
0.9634454833054953,1.3555915160610958,42.5436
0.9600798547636394,1.3581965746104112,42.696
0.9535798261466462,1.3632379568006747,42.8484
0.9491245282014806,1.3667011892655039,43.0008
0.9455046527614881,1.3695196151269715,43.1532
0.9409186748538803,1.3730961146283234,43.3056
0.9353901946993763,1.3774163026627941,43.458
0.9280529786767997,1.3831643762496522,43.6104
0.9293511039132563,1.3821462142728498,43.7628
0.9262241620048249,1.3845996427307856,43.9152
0.929155889658963,1.382299294526709,44.0676
0.9432609319253294,1.371268624951686,44.22
0.9474096121910165,1.3680359071845738,44.3724
0.9564730386232003,1.3609923392590335,44.5248
0.9609970192302345,1.3574863122861487,44.6772
0.9677661409785252,1.3522525935663408,44.8296
0.9688434209535705,1.3514210328081409,44.982
0.9661863642169378,1.3534727156710535,45.1344
0.9705470093744336,1.3501067892936256,45.2868
0.9732316383043478,1.3480376359175372,45.4392
0.9743275146293743,1.3471936764236276,45.5916
0.9706660058034906,1.3500150240741,45.744
0.9585037817975008,1.359417731348983,45.8964
0.9565119907510009,1.3609621240117658,46.0488
0.9463767635710737,1.3688402169830283,46.2012
0.9429135995955117,1.3715395150985177,46.3536
0.9441492785366474,1.3705759596259344,46.506
0.9438528330873576,1.3708070780110437,46.6584
0.9457842547009537,1.369301771711495,46.8108
0.9500920310682949,1.3659485897558137,46.9632
0.9458328635892238,1.3692639020529853,47.1156
0.943840077381631,1.3708170233823371,47.268
0.9505715899522719,1.3655756603964282,47.4204
0.9508258443600297,1.3653779686092826,47.5728
0.9484090700465924,1.367257917729077,47.7252
0.9422203841611706,1.372080277151209,47.8776
0.9415829143711708,1.3725776848826363,48.03
0.9392639954285203,1.3743881627257852,48.1824
0.9327075429229187,1.3795160239251547,48.3348
0.9248722665762459,1.3856612679526679,48.4872
0.919730899597078,1.3897037324211243,48.6396
0.9148428009661604,1.393554383708119,48.792
0.9134917749052718,1.3946199196220135,48.9444
0.8986636931335831,1.4063498067398972,49.0968
0.9012350608497685,1.404311116987459,49.2492
0.8976940197047387,1.4071191003183638,49.4016
0.9039327263528903,1.4021743502323973,49.554
0.9095564818160436,1.3977267012829533,49.7064
0.9030367582559394,1.4028837943818935,49.8588
0.907438709257429,1.3994004950459327,50.0112
0.9157475885765655,1.3928410922037922,50.1636
0.9090921509321774,1.398093575352915,50.316
0.9147061135289014,1.3936621626726036,50.4684
0.9206064671109583,1.3890147467778484,50.6208
0.9312465499520953,1.380660473283817,50.7732
0.9438467002921433,1.3708118596237717,50.9256
0.9615338359636397,1.3570707204897803,51.078
0.9666061683599199,1.353148406043381,51.2304
0.9566951517289541,1.3608200521257752,51.3828
0.964550738151495,1.3547368224621663,51.5352
0.9769737793170761,1.3451573520027968,51.6876
0.9736229900256113,1.3477362018309484,51.84
0.9729180889890985,1.3482791797746554,51.9924
0.9923471360384627,1.3333733670731687,52.1448
0.9942628368577855,1.3319105010607122,52.2972
1.00047456632629,1.3271756898893687,52.4496
1.0103498123368044,1.3196757053143608,52.602
1.0160481651010376,1.3153633985604805,52.7544
1.025391027333521,1.3083178602089574,52.9068
1.0449220835051038,1.29369083992811,53.0592
1.0431815979091572,1.2949886462602622,53.2116
1.0424635408105583,1.295524397005085,53.364
1.059875414831177,1.2825873381553212,53.5164
1.0523980511297868,1.2881291246876105,53.6688
1.0363452229526229,1.3000970310406446,53.8212
1.0360081546677462,1.3003493432261686,53.9736
1.0221795411187529,1.310736172701294,54.126
1.0108653704548118,1.3192850819767719,54.2784
0.9979576929078495,1.3290925579344957,54.4308
1.0006284341686091,1.3270585734474356,54.5832
0.9945901079977468,1.3316607149254245,54.7356
0.9911121386220798,1.3343170930024417,54.888
0.9772410634427378,1.3449518025299512,55.0404
0.974983679494195,1.3466885372130586,55.1928
0.9646844157600113,1.3546334762469234,55.3452
0.9647295652675326,1.3545985724454594,55.4976
0.9713122688816217,1.3495167327873023,55.65
0.9804285390497167,1.3425023558011384,55.8024
0.9904932022864598,1.3347902481951135,55.9548
0.9907265064325146,1.3346118801605908,56.1072
0.9733176579028104,1.3479713760293552,56.2596
0.9642981473524742,1.35493211624169,56.412
0.9615698069634434,1.3570428758302329,56.5644
0.968697794777273,1.3515334207653442,56.7168
0.9682620981847951,1.3518697135825726,56.8692
0.971832583703096,1.3491156509610038,57.0216
0.9687404013464814,1.3515005381532863,57.174
0.9694679100240914,1.350939157388604,57.3264
0.97544725299555,1.3463317469062115,57.4788
0.9780334043882869,1.3443426070435889,57.6312
0.9796736252867725,1.3430821731432068,57.7836
0.9857994584618546,1.3383826441210194,57.936
0.9853786395093888,1.3387050821175104,58.0884
0.9884031202396821,1.336388996308691,58.2408
0.9850128166156676,1.3389854293590553,58.3932
0.985098311753231,1.3389199064227908,58.5456
0.983574214675128,1.3400883306253777,58.698
0.981707228694384,1.3415206792187206,58.8504
0.9793168631907159,1.3433562526505818,59.0028
0.9712161227244945,1.3495908561931607,59.1552
0.9674268045617336,1.3525146079259618,59.3076
0.9676978972740307,1.3523052840891108,59.46
0.9650555120393715,1.3543466117644218,59.6124
0.9684126662489976,1.351753490516239,59.7648
0.9671656612677597,1.3527162718499808,59.9172
0.9770708509572269,1.3450826982919455,60.0696
0.9923531527203346,1.3333687706743274,60.222
0.9715694911719684,1.3493184433547425,60.3744
0.9614820285169594,1.3571108246557966,60.5268
0.9572423515784134,1.3603956709574296,60.6792
0.9591271041677734,1.358934680219256,60.8316
0.9573082274674655,1.3603445873002085,60.984
0.9565113834922666,1.360962595059938,61.1364
0.9528377624951574,1.3638143497932482,61.2888
0.9508608787579663,1.3653507297224672,61.4412
0.9675635667318374,1.3524090042418286,61.5936
0.9594052214435895,1.3587191899406872,61.746
0.939765659453971,1.3739963514887872,61.8984
0.9484985196296978,1.3671883044137227,62.0508
0.954565828988041,1.3624723552641984,62.2032
0.9581260946971791,1.3597104848123176,62.3556
0.9606602970874983,1.3577470423514495,62.508
0.9714872445234297,1.3493818439155203,62.6604
0.9795483089166496,1.3431784416034214,62.8128
0.9899451387434319,1.3352093314126998,62.9652
0.9957294314934126,1.33079142239947,63.1176
0.9993903772192503,1.3280011499766373,63.27
0.9977115652846444,1.3292801266628627,63.4224
1.0081092653133592,1.3213743782317737,63.5748
1.00590638920325,1.323046191375338,63.7272
0.9979197723965818,1.3291214550176558,63.8796
0.9910009074053445,1.3344021158556352,64.032
0.9835451119255186,1.3401106493089885,64.1844
0.9845762131322201,1.339320077575437,64.3368
0.9730662276123478,1.3481650566385686,64.4892
0.9617176321639228,1.3569284507197112,64.6416
0.9544828330884827,1.3625367872133913,64.794
0.9506358357391029,1.3655257051051175,64.9464
0.9584208969427828,1.359481973300338,65.0988
0.9583963800744035,1.359500976124035,65.2512
0.9610205879821132,1.3574680639341863,65.4036
0.9627226156693351,1.3561507222885678,65.556
0.9665548380394268,1.353188056993225,65.7084
0.9953509344758358,1.331080162940264,65.8608
0.9839852941329215,1.3397731069696135,66.0132
0.9890284678678032,1.3359105005784355,66.1656
0.9892906157366188,1.3357099526321867,66.318
0.9883400737976499,1.3364372446927253,66.4704
0.9818095720381966,1.3414421315573755,66.6228
0.9809273478742315,1.3421193454085993,66.7752
0.9864003512183055,1.337922333437585,66.9276
0.9730384130448037,1.3481864838971795,67.08
0.9749626226445551,1.3467047453361576,67.2324
0.9705878990875568,1.3500752562851805,67.3848
0.9717639722067695,1.3491685346997246,67.5372
0.9676088893842294,1.3523740087734448,67.6896
0.9681805130614296,1.3519326919831502,67.842
0.969132416476914,1.3511980190148176,67.9944
0.9698093693357945,1.3506757302476218,68.1468
0.9724058732020393,1.3486738362309667,68.2992
0.970377220441761,1.3502377316171439,68.4516
0.97136065356253,1.3494794319964614,68.604
0.973590145975267,1.3477614976492658,68.7564
0.9785034648313229,1.3439812964841409,68.9088
0.9823300885082752,1.3410426933596888,69.0612
0.9812436475730336,1.3418765174005454,69.2136
0.9851119364996094,1.3389094647282647,69.366
0.9742146764473705,1.3472805575253566,69.5184
0.9699896024904288,1.3505367002631483,69.6708
0.9645652396103422,1.3547256110996333,69.8232
0.9606262081975848,1.3577734400219603,69.9756
0.9559573640420307,1.3613923945726256,70.128
0.9458034688050672,1.3692868025181388,70.2804
0.9346684479987879,1.3779809997818266,70.4328
0.9245951490510289,1.3858789526497173,70.5852
0.9123829790002085,1.395494814965471,70.7376
0.9098164903360512,1.39752129269806,70.89
0.9066771955222476,1.400002682741598,71.0424
0.9083685436620809,1.3986654332319486,71.1948
0.912177163128419,1.3956572538916394,71.3472
0.9199466457348708,1.3895339401277262,71.4996
0.9276921277068926,1.3834474941593267,71.652
0.9208922279514485,1.3887899306769724,71.8044
0.9358726728068382,1.3770388992160165,71.9568
0.9569618158804356,1.360613228681019,72.1092
0.9335714517108532,1.3788395990280151,72.2616
0.9357279640157364,1.3771520856533013,72.414
0.9278777016089208,1.3833018909135362,72.5664
0.9451096283793766,1.3698274280360543,72.7188
0.9514914003213388,1.3648605717462852,72.8712
0.9330485827659546,1.3792489686772254,73.0236
0.9312240107219383,1.3806781341854928,73.176
0.915244559440425,1.3932376264890944,73.3284
0.9245346123844989,1.3859265092195339,73.4808
0.9134806095051711,1.3946287278705662,73.6332
0.9125496300826622,1.3953632957656918,73.7856
0.9533402566921054,1.363424021742726,73.938
0.9544758661515539,1.3625421959332342,74.0904
0.9572871087344088,1.3603609637350875,74.2428
0.9407266497946322,1.373246012991026,74.3952
0.9822112908992245,1.3411338493150722,74.5476
1.0081609095630655,1.3213352044294115,74.7
1.014700371710008,1.3163823312341247,74.8524
1.0322807213056937,1.3031422666281958,75.0048
1.045503904613052,1.2932572505419557,75.1572
1.0519353672874052,1.2884727307038522,75.3096
1.0598136470486132,1.2826330302046036,75.462
1.0617742230458491,1.281183423242453,75.6144
1.0676985027652985,1.2768120636887657,75.7668
1.0613350937367636,1.281507978680559,75.9192
1.0643491726408498,1.2792817885081378,76.0716
1.0339109249612795,1.3019201524537083,76.224
1.0154790033414158,1.3157936072566734,76.3764
1.0085802350687096,1.3210171670440702,76.5288
0.9951522640832029,1.33123174028583,76.6812
0.9940061079176493,1.3321064720634352,76.8336
0.9940899519272384,1.3320424682712442,76.986
0.996529021744679,1.3301816065654597,77.1384
0.998775046724041,1.3284698180758314,77.2908
0.9925031056026773,1.3332542192528833,77.4432
1.0013850329590532,1.3264828067820633,77.5956
1.021944339529928,1.3109134286722128,77.748
1.0399063676129359,1.2974338758151487,77.9004
1.0520857293827817,1.2883610574865576,78.0528
1.060453334567988,1.2821598985264602,78.2052
1.0472654420987815,1.2919452688866193,78.3576
1.0391717831943827,1.2979828450166737,78.51
1.0349975876602988,1.3011060504742644,78.6624
1.029204921415288,1.3054507198014285,78.8148
1.0043920710374221,1.3241964166785305,78.9672
1.0051179822218175,1.3236449399677137,79.1196
0.9940883576506271,1.3320436852679636,79.272
0.9504500302415542,1.3656701845581005,79.4244
0.9436331717758483,1.3709783506588626,79.5768
0.9450353349454045,1.3698853247815583,79.7292
0.941621043207416,1.3725479300032661,79.8816
0.9451971443077517,1.3697592292314982,80.034
0.963728227231766,1.3553728327288441,80.1864
0.9696059927051747,1.3508326255591572,80.3388
0.972961970822659,1.348245373308843,80.4912
0.9558119691337652,1.361505205796182,80.6436
0.9412904394607612,1.3728059406566833,80.796
0.9425783529761874,1.3718010149513509,80.9484
0.945339744925035,1.3696481095310657,81.1008
0.9469932719946393,1.3683600834734309,81.2532
0.9438416343216058,1.370815809464341,81.4056
0.9417646853622893,1.3724358389695936,81.558
0.9380908796739326,1.3753046965359552,81.7104
0.9404626223446725,1.3734521364053147,81.8628
0.9423561125508333,1.3719743866853409,82.0152
0.9407015134482549,1.3732656357393502,82.1676
0.9474355222975372,1.3680157345094732,82.32
0.9440281678375454,1.3706703781084015,82.4724
0.9507792095097319,1.36541422732911,82.6248
0.9532605163776233,1.3634859571915936,82.7772
0.9543997210226223,1.362601311533057,82.9296
0.9522717915546013,1.3642540809289552,83.082
0.9592155459726851,1.3588661512348483,83.2344
0.9656369032942854,1.3538972746207292,83.3868
0.9672466418502905,1.3526537334679318,83.5392
0.9612804287941514,1.3572668912763615,83.6916
0.965886562852987,1.35370435490518,83.844
0.9648733240256253,1.354487441013403,83.9964
0.9719288765340709,1.349041433849375,84.1488
0.968143157551912,1.3519615287237727,84.3012
0.9726294266038211,1.3485015803218106,84.4536
0.9736764229159732,1.347695049662367,84.606
0.9775196528726458,1.3447375839940336,84.7584
0.9739497067761452,1.3474845904838084,84.9108
0.9705275259080723,1.3501218145920644,85.0632
0.9659397891898842,1.3536632278615948,85.2156
0.9709363851673202,1.3498065356265625,85.368
0.9746354887878439,1.3469565693000316,85.5204
0.9866332249864402,1.3377439742194872,85.6728
0.9948551455611016,1.3314584545333292,85.8252
1.0143434862364473,1.3166522438373711,85.9776
1.019054106142613,1.3130932121913825,86.13
1.0245009193723011,1.3089877601310416,86.2824
1.0336430380572954,1.3021209129194393,86.4348
1.0363595366514944,1.3000863174503803,86.5872
1.0456009973347433,1.2931849065372885,86.7396
1.0474671307781709,1.2917951259995415,86.892
1.0533734332278029,1.2874050332213225,87.0444
1.07459610895873,1.271739552942317,87.1968
1.0758136659382076,1.2708460786738296,87.3492
1.0667319757116058,1.277524317835618,87.5016
1.0619062389685465,1.2810858661552238,87.654
1.0692718459949175,1.2756534036411538,87.8064
1.0759969734301686,1.2707116130903677,87.9588
1.1002397970669444,1.2530455354601266,88.1112
1.1856847636428118,1.192760258677741,88.2636
1.23309021503416,1.1607704092447941,88.416
1.2916698955366905,1.1228422251576733,88.5684
1.3572451637756942,1.0827004461655554,88.7208
1.4199574859684188,1.046849464318874,88.8732
1.479058098607627,1.0155745843064417,89.0256
1.5218535740326675,0.9945833618635751,89.178
1.5048401808131537,1.0027548246342517,89.3304
1.4886082252150055,1.0107655586948074,89.4828
1.4819936327576593,1.0140889015561194,89.6352
1.4454453601386401,1.0330489940936085,89.7876
1.3791375460313398,1.069889640734059,89.94
1.334864532764176,1.0961098072990352,90.0924
1.2747200297616648,1.1336251673958715,90.2448
1.2206175210901498,1.1690792448765244,90.3972
1.1482738620662623,1.2187597409821844,90.5496
1.0779792602485165,1.269258341988528,90.702
1.0080174490565788,1.321444026064574,90.8544
0.994397510438679,1.3318077085149975,91.0068
0.9875252150826814,1.3370609624596415,91.1592
0.9844535625325468,1.339414098358789,91.3116
0.9845608872516678,1.3393318257254259,91.464
0.9755956512972421,1.3462175467581234,91.6164
0.9644266724829162,1.3548327428373221,91.7688
0.9641614452690305,1.3550378177665323,91.9212
0.953972988022718,1.3629326415313852,92.0736
0.9532692007512861,1.36347921181612,92.226
0.9502931917708353,1.3657921481599784,92.3784
0.9502504647100029,1.3658253757004648,92.5308
0.95311541375614,1.3635986656425634,92.6832
0.9557231040312406,1.3615741591161714,92.8356
0.9612294311423097,1.3573063727171069,92.988
0.9697046437676798,1.3507565193180187,93.1404
0.9732222104399213,1.3480448982382078,93.2928
0.9796106477772636,1.3431305520300287,93.4452
0.9796818672739672,1.343075841802806,93.5976
0.9859498679833225,1.3382674123787035,93.75
0.9898050067661277,1.3353165012147121,93.9024
0.9995275345669244,1.327896701377621,94.0548
1.0054938490364824,1.3233594644786582,94.2072
1.0306626000617016,1.304356274962132,94.3596
1.0423069008519537,1.2956412931616978,94.512
1.0516240711829656,1.288703955773777,94.6644
1.0612856395383925,1.2815445343142284,94.8168
1.0714343591423179,1.2740624204747253,94.9692
1.08292816629199,1.2656368926148387,95.1216
1.091838526523479,1.259141049248907,95.274
1.089418332584433,1.2609022893657889,95.4264
1.1038284634215205,1.2504505318312127,95.5788
1.1092366875529405,1.2465497708870015,95.7312
1.1174753203587255,1.2406308386667464,95.8836
1.1235470576572175,1.2362868975300927,96.036
1.15371363293911,1.2149397871662035,96.1884
1.1368778755246276,1.2268046424762122,96.3408
1.1447607116094314,1.221233741384232,96.4932
1.1560392690547359,1.2133106917048408,96.6456
1.1719266014027114,1.2022471429045976,96.798
1.2053414885918838,1.1793617208178038,96.9504
1.2186105586007512,1.1704235404877943,97.1028
1.2146065141721896,1.1731115232070504,97.2552
1.2117068820357833,1.1750630681785978,97.4076
1.2058342307107164,1.1790282543099744,97.56
1.2076559104767788,1.1777964522194795,97.7124
1.2553611578681136,1.1461337684387276,97.8648
1.3629459282479957,1.079334927476869,98.0172
1.4165114610719027,1.0487505623597675,98.1696
1.4509117838657377,1.0301500705655509,98.322
