DEPTH(m),RHOB(g_cm^3),DRHO,DRRT,PEF,IDRO,IDDR,IDPE,MRP_T2(%),BFV_T2(%),FFV_T2(%),T2LM_T2(ms),TNPH(%),GR(gAPI)
35.2284,1.7991,0.0961,0.0407,3.2832,1.8265,0.1002,3.415,47.4401,46.7202,0.7199,3.4863,57.9488,66.9913
35.3808,1.8044,0.0898,0.0473,3.2775,1.8407,0.0938,3.3305,47.2697,46.5397,0.7299,3.4941,56.4365,68.2359
35.5332,1.8022,0.0853,0.0614,3.3327,1.817,0.084,3.4799,46.7822,46.0423,0.7399,3.5108,55.7223,71.1135
35.6856,1.7987,0.0772,0.0815,3.3489,1.8268,0.0699,3.5478,47.2283,46.4374,0.7909,3.5202,55.4179,70.0744
35.838,1.7966,0.0739,0.1222,3.3743,1.8137,0.0485,3.4349,47.3391,46.5649,0.7742,3.5776,53.946,73.3924
35.9904,1.7926,0.0721,0.1474,3.451,1.8035,0.0385,3.3974,47.1554,46.8219,0.3336,3.3531,56.0522,73.6455
36.1428,1.7937,0.075,0.1339,3.4455,1.8062,0.0442,3.2887,47.0598,46.9426,0.1172,3.2178,56.0293,74.3077
36.2952,1.7851,0.074,0.116,3.4183,1.7892,0.0442,3.3365,46.967,46.967,0.0,3.1062,56.9469,71.1273
36.4476,1.7761,0.0699,0.1135,3.4308,1.7837,0.044,3.4244,47.3911,47.3911,0.0,3.0664,56.1454,70.4402
36.6,1.7649,0.0647,0.1446,3.4939,1.7666,0.0317,3.555,47.8527,47.8527,0.0,3.0886,56.6146,71.1168
36.7524,1.7648,0.0628,0.1631,3.5773,1.7814,0.0322,3.5924,47.6283,47.6283,0.0,3.0464,53.5406,70.4915
36.9048,1.7772,0.0666,0.1578,3.5309,1.804,0.0397,3.4328,48.4089,48.4089,0.0,3.0608,52.9957,72.4505
37.0572,1.7862,0.0706,0.1362,3.462,1.8167,0.0493,3.3435,48.6982,48.6982,0.0,3.0472,53.2902,71.015
37.2096,1.7886,0.0722,0.1297,3.3729,1.808,0.0492,3.2783,49.1779,49.1779,0.0,3.0592,57.5874,71.3734
37.362,1.7817,0.0668,0.1602,3.2651,1.7861,0.031,3.2333,48.4727,48.4727,0.0,3.1176,56.6324,67.8834
37.5144,1.7943,0.0718,0.1907,3.2965,1.806,0.0296,3.2232,48.4883,48.4883,0.0,3.1173,56.042,67.8265
37.6668,1.8032,0.0754,0.2367,3.3044,1.833,0.0292,3.2568,48.777,48.777,0.0,3.0705,55.1839,69.3789
37.8192,1.8107,0.0813,0.2745,3.3429,1.8585,0.0335,3.321,48.2007,48.2007,0.0,3.1469,55.6628,69.8531
37.9716,1.8008,0.081,0.313,3.2967,1.8483,0.0261,3.4706,47.6902,47.6902,0.0,3.1522,55.8595,70.7273
38.124,1.7771,0.0771,0.3017,3.5124,1.8204,0.0217,3.5653,47.0938,47.0938,0.0,3.1985,55.5965,71.2365
38.2764,1.7817,0.0392,0.2919,3.5271,1.8278,0.0148,3.4531,47.2746,47.2746,0.0,3.1864,57.582,71.3742
38.4288,1.79,0.089,0.2544,3.4712,1.8315,0.0447,3.3018,47.3737,47.3737,0.0,3.2538,57.2579,71.5294
38.5812,1.8185,0.0957,0.2298,3.2139,1.8716,0.0656,3.261,46.043,46.043,0.0,3.307,56.3197,69.9529
38.7336,1.8219,0.0898,0.1767,3.1198,1.864,0.0657,3.2763,45.6349,45.6349,0.0,3.2915,55.1172,71.0585
38.886,1.8257,0.09,0.1581,3.1765,1.8742,0.0742,3.194,45.3385,45.3385,0.0,3.2496,54.1523,71.1324
39.0384,1.8225,0.0921,0.1601,3.268,1.8526,0.067,3.2233,45.8058,45.8058,0.0,3.1794,53.1426,71.8393
39.1908,1.8201,0.0947,0.1701,3.3623,1.8509,0.0673,3.1878,45.8329,45.8329,0.0,3.146,53.3506,70.9045
39.3432,1.8135,0.0935,0.1664,3.3634,1.8495,0.0692,3.295,46.0303,46.0303,0.0,3.1667,55.3335,69.7044
39.4956,1.8092,0.0959,0.1576,3.2934,1.8401,0.0724,3.3049,46.0247,46.0247,0.0,3.1461,56.1242,67.8547
39.648,1.7964,0.0964,0.1659,3.2729,1.8208,0.0711,3.3107,46.2034,46.2034,0.0,3.2022,56.3189,67.4054
39.8004,1.7879,0.0981,0.163,3.2481,1.821,0.0724,3.3949,47.051,47.051,0.0,3.1843,54.6724,66.1509
39.9528,1.7873,0.0986,0.2049,3.2913,1.8072,0.0569,3.4217,47.4832,47.4832,0.0,3.2378,54.9211,68.0133
40.1052,1.7847,0.0987,0.223,3.2353,1.8167,0.0589,3.3113,47.5294,47.5294,0.0,3.2348,54.1533,67.7228
40.2576,1.7759,0.0983,0.216,3.2237,1.8,0.0601,3.2282,48.6944,48.6944,0.0,3.2234,56.6607,68.9774
40.41,1.7593,0.0955,0.2036,3.1709,1.7958,0.0684,3.072,49.1541,49.1541,0.0,3.2464,56.7982,70.9063
40.5624,1.7452,0.0945,0.214,3.18,1.7761,0.0596,3.3455,49.4205,49.4205,0.0,3.2306,58.0019,70.9557
40.7148,1.7349,0.0956,0.2486,3.1772,1.7767,0.0557,3.4536,49.6635,49.6635,0.0,3.292,57.2174,70.816
40.8672,1.7219,0.0964,0.2606,3.1481,1.7666,0.0521,3.3141,49.9914,49.9914,0.0,3.3381,55.3527,71.2209
41.0196,1.7262,0.099,0.2653,3.1218,1.79,0.0638,3.4552,49.8026,49.8026,0.0,3.3872,54.1861,70.6903
41.172,1.7345,0.0972,0.2737,3.1007,1.8158,0.0687,3.5164,49.7263,49.7263,0.0,3.4041,54.6445,71.7327
41.3244,1.7546,0.0982,0.2821,3.0961,1.85,0.0763,3.4834,50.2887,50.2887,0.0,3.3614,55.9316,70.3758
41.4768,1.7655,0.1031,0.3119,3.2018,1.8519,0.0692,3.4469,50.5949,50.5949,0.0,3.3457,56.0281,71.6426
41.6292,1.7749,0.1109,0.3139,3.2898,1.8629,0.0735,3.2966,50.5142,50.5142,0.0,3.3595,54.488,70.3976
41.7816,1.7666,0.1096,0.2809,3.3545,1.8479,0.0765,3.5878,50.589,50.589,0.0,3.4027,57.2674,71.9529
41.934,1.7596,0.1061,0.25,3.3224,1.8433,0.0833,3.52,50.6307,50.6307,0.0,3.4182,56.6313,71.4355
42.0864,1.7578,0.0961,0.2493,3.1779,1.8371,0.0705,3.5262,50.2206,50.2206,0.0,3.4147,59.8481,69.6093
42.2388,1.7752,0.0978,0.2769,3.0884,1.8435,0.0651,3.4107,49.9495,49.9495,0.0,3.4522,60.6638,68.5032
42.3912,1.7964,0.1017,0.2416,3.0744,1.8702,0.0775,3.3279,49.5042,49.5042,0.0,3.4143,57.7493,70.5528
42.5436,1.8093,0.1026,0.1993,3.168,1.8732,0.0811,3.3818,48.6685,48.6685,0.0,3.3372,54.0202,73.9392
42.696,1.8108,0.0959,0.199,3.2011,1.8491,0.0609,3.2889,47.7967,47.7967,0.0,3.3063,51.1364,72.6403
42.8484,1.8102,0.085,0.2268,3.2331,1.8328,0.0353,3.3271,47.9079,47.9079,0.0,3.2474,52.8989,71.968
43.0008,1.8213,0.0862,0.2634,3.3192,1.8417,0.0227,3.3365,47.9835,47.9835,0.0,3.2078,54.1326,72.3152
43.1532,1.8346,0.0896,0.2539,3.3103,1.8745,0.0409,3.5032,47.0781,47.0781,0.0,3.1758,54.5642,71.5646
43.3056,1.84,0.0904,0.2466,3.2721,1.8781,0.0421,3.3726,46.801,46.801,0.0,3.1358,56.2196,70.962
43.458,1.8418,0.0913,0.2258,3.2055,1.873,0.0447,3.2654,46.679,46.679,0.0,3.0884,56.2671,71.2862
43.6104,1.8354,0.0927,0.2221,3.2209,1.8706,0.0502,3.2594,46.0854,46.0854,0.0,3.0264,55.2751,72.3713
43.7628,1.8278,0.0962,0.2331,3.2402,1.8639,0.0531,3.2888,45.7822,45.7822,0.0,3.0373,54.5196,72.2868
43.9152,1.8178,0.0941,0.2525,3.2482,1.8639,0.0502,3.3484,45.5085,45.5085,0.0,3.0111,55.0876,73.8342
44.0676,1.8244,0.0966,0.2651,3.3114,1.8679,0.0463,3.4229,45.7211,45.7211,0.0,3.0356,56.5387,74.544
44.22,1.8199,0.0924,0.2756,3.2721,1.8605,0.0384,3.4811,45.8346,45.8346,0.0,3.1563,54.6541,73.082
44.3724,1.8148,0.0866,0.3163,3.2159,1.8558,0.0244,3.4646,46.4709,46.4709,0.0,3.1926,52.1267,69.0082
44.5248,1.8099,0.0793,0.3288,3.2035,1.86,0.0175,3.4428,45.9158,45.9158,0.0,3.2735,53.3802,68.8535
44.6772,1.8195,0.0775,0.3413,3.2339,1.8761,0.0124,3.3294,44.6502,44.6502,0.0,3.3146,55.411,67.5611
44.8296,1.8281,0.0756,0.3225,3.2313,1.8883,0.016,3.2404,44.4245,44.4245,0.0,3.3771,57.8596,68.521
44.982,1.8267,0.07,0.3146,3.2139,1.8898,0.0127,3.2951,44.1704,44.1704,0.0,3.3872,56.1149,67.341
45.1344,1.8218,0.0748,0.3055,3.2406,1.884,0.0231,3.3485,43.6456,43.6456,0.0,3.3625,55.622,69.4723
45.2868,1.8082,0.0726,0.3071,3.3066,1.8861,0.0371,3.5502,44.3516,44.3516,0.0,3.4033,57.7201,69.8584
45.4392,1.8147,0.0692,0.3367,3.2601,1.8872,0.0384,3.5074,44.662,44.662,0.0,3.4286,58.2463,70.9571
45.5916,1.8315,0.0899,0.3402,3.2716,1.9118,0.0485,3.4555,44.6912,44.6912,0.0,3.439,57.8204,71.0817
45.744,1.8457,0.0904,0.3554,3.2153,1.907,0.0301,3.2362,44.3627,44.3627,0.0,3.4043,57.8462,70.0148
45.8964,1.8482,0.0867,0.3406,3.2034,1.905,0.0277,3.1875,43.8034,43.8034,0.0,3.2919,56.1634,68.9404
46.0488,1.8488,0.0822,0.3367,3.1695,1.9084,0.0249,3.1526,43.2945,43.2945,0.0,3.2738,56.4149,69.0637
46.2012,1.8623,0.0902,0.3145,3.1754,1.9078,0.0335,3.3067,43.3864,43.3864,0.0,3.1834,54.3472,70.5145
46.3536,1.8586,0.0943,0.3018,3.211,1.9115,0.0403,3.3241,43.1388,43.1388,0.0,3.1531,53.5686,72.4926
46.506,1.8484,0.0956,0.3022,3.2415,1.8867,0.0354,3.4002,43.4993,43.4993,0.0,3.1639,52.8369,72.1467
46.6584,1.8331,0.0891,0.293,3.282,1.8835,0.0323,3.3251,43.4472,43.4472,0.0,3.1614,52.5467,72.3064
46.8108,1.8401,0.0905,0.2957,3.3009,1.8912,0.0335,3.3147,43.4707,43.4707,0.0,3.1784,51.7348,74.1949
46.9632,1.8427,0.0894,0.2796,3.3209,1.9205,0.0459,3.2178,42.686,42.686,0.0,3.2163,50.5145,75.8524
47.1156,1.8452,0.0875,0.2919,3.3107,1.919,0.0435,3.3504,42.341,42.341,0.0,3.1788,51.0568,73.5716
47.268,1.8303,0.0774,0.3056,3.2485,1.9161,0.0354,3.3428,42.3479,42.3479,0.0,3.1612,54.0242,71.8474
47.4204,1.8323,0.069,0.3146,3.2254,1.8987,0.0189,3.4549,42.1687,42.1687,0.0,3.2207,55.7497,71.8841
47.5728,1.8497,0.0715,0.2994,3.2425,1.9108,0.0222,3.3674,42.0343,42.0343,0.0,3.2228,53.6027,74.7001
47.7252,1.854,0.0761,0.3075,3.313,1.8923,0.0163,3.4606,42.1362,42.1362,0.0,3.2013,54.2522,72.5713
47.8776,1.8506,0.0512,0.3614,3.3821,1.905,0.0107,3.3322,42.0512,42.0512,0.0,3.1471,54.2292,71.5664
48.03,1.843,0.0837,0.3769,3.3868,1.9167,0.0212,3.3124,41.8036,41.8036,0.0,3.1416,55.9978,70.5557
48.1824,1.8467,0.0815,0.3855,3.344,1.9156,0.0158,3.1579,41.1053,41.1053,0.0,3.1215,52.7498,73.5133
48.3348,1.8511,0.0834,0.3715,3.2747,1.9245,0.0245,3.1021,40.7965,40.7965,0.0,3.0655,51.0597,74.0542
48.4872,1.8496,0.0841,0.3568,3.2571,1.9284,0.031,3.0277,40.7431,40.7431,0.0,2.9998,50.6497,75.1842
48.6396,1.8523,0.0847,0.3355,3.2591,1.9307,0.0372,3.1547,40.1383,40.1383,0.0,2.9574,51.907,74.9137
48.792,1.8449,0.0836,0.3293,3.3177,1.9023,0.0273,3.2935,39.0746,39.0746,0.0,2.9179,55.9701,74.0981
48.9444,1.835,0.0785,0.3178,3.2896,1.891,0.0245,3.3401,38.4658,38.4658,0.0,2.907,55.2854,71.0344
49.0968,1.8339,0.0832,0.2923,3.3961,1.886,0.0357,3.4829,38.3163,38.3163,0.0,2.7905,54.3208,69.9955
49.2492,1.8315,0.0816,0.2955,3.3826,1.8897,0.0368,3.5334,38.2938,38.2938,0.0,2.8103,54.6691,70.166
49.4016,1.8375,0.0813,0.3177,3.44,1.8852,0.0281,3.4587,38.0308,38.0308,0.0,2.7829,56.3866,71.4498
49.554,1.8352,0.0754,0.321,3.3987,1.8941,0.0239,3.3275,37.8169,37.8169,0.0,2.8314,57.1974,70.292
49.7064,1.8377,0.0802,0.2886,3.2969,1.9029,0.0385,3.1042,37.8691,37.7991,0.07,2.8757,53.6546,67.733
49.8588,1.8387,0.0931,0.2434,3.2508,1.9056,0.0639,3.2522,37.795,37.795,0.0,2.8243,52.1573,68.9873
50.0112,1.8231,0.0946,0.2273,3.2345,1.8875,0.0699,3.2977,37.3748,37.3748,0.0,2.8589,51.7724,67.9345
50.1636,1.8089,0.0945,0.2387,3.2379,1.8802,0.0731,3.3532,36.952,36.952,0.0,2.9253,52.5432,70.5768
50.316,1.7868,0.0916,0.2541,3.2589,1.8685,0.0728,3.1791,37.0947,37.0947,0.0,2.872,55.3766,68.6845
50.4684,1.787,0.0988,0.2659,3.2415,1.8682,0.0768,3.2036,37.0418,37.0311,0.0107,2.9167,54.6647,67.7594
50.6208,1.7763,0.0965,0.2526,3.2778,1.8529,0.0733,3.3148,37.1232,37.0088,0.1144,2.9645,55.5053,65.7259
50.7732,1.7783,0.0885,0.2558,3.2488,1.8545,0.0651,3.5211,37.0562,36.8553,0.201,3.0532,54.6321,65.7677
50.9256,1.782,0.0862,0.2347,3.182,1.8636,0.0683,3.47,37.4051,37.0942,0.3109,3.1613,55.4538,66.4531
51.078,1.7934,0.085,0.2001,3.2008,1.8725,0.0744,3.3135,37.7029,37.2142,0.4887,3.3193,54.9593,65.535
51.2304,1.8005,0.0815,0.1602,3.2671,1.8668,0.076,3.5005,37.0156,36.6372,0.3785,3.3668,54.0126,65.1516
51.3828,1.8152,0.0814,0.1506,3.3655,1.8495,0.0668,3.7,36.7688,36.5989,0.17,3.2754,57.9018,67.9716
51.5352,1.8211,0.081,0.1488,3.4264,1.8506,0.0646,3.7192,36.9803,36.6618,0.3185,3.3477,56.0247,71.3495
51.6876,1.8316,0.0827,0.1583,3.4353,1.8655,0.0654,3.4945,38.1908,37.7465,0.4443,3.4646,56.0625,72.0802
51.84,1.8261,0.0739,0.1639,3.4642,1.8839,0.0654,3.8069,38.7018,38.4984,0.2034,3.4326,51.776,71.0642
51.9924,1.8374,0.072,0.1667,3.502,1.8883,0.0587,3.683,39.4696,39.4696,0.0,3.4257,52.4407,73.5724
52.1448,1.8365,0.0658,0.1144,3.5327,1.8876,0.0653,3.6215,40.7774,40.4326,0.3448,3.6151,54.7296,75.9605
52.2972,1.8431,0.0636,0.0574,3.4736,1.8683,0.0656,3.343,41.0932,40.719,0.3742,3.6339,54.593,75.3038
52.4496,1.8506,0.0625,0.0347,3.3889,1.8547,0.0607,3.1842,41.8487,41.4173,0.4315,3.6969,54.9275,70.9333
52.602,1.871,0.0723,0.0314,3.3085,1.8903,0.0832,3.493,41.9643,41.4519,0.5124,3.7985,51.8142,69.2151
52.7544,1.8693,0.0688,0.0434,3.2599,1.8864,0.0812,3.423,41.8862,41.3506,0.5356,3.8588,51.0813,70.7464
52.9068,1.8723,0.0651,0.0481,3.1501,1.8569,0.0447,3.0329,42.8679,42.0929,0.7751,3.9599,48.4634,73.6533
53.0592,1.8685,0.0598,0.0391,3.1714,1.8777,0.056,3.1416,43.9129,42.8185,1.0944,4.1796,49.2793,74.7411
53.2116,1.8855,0.0739,0.0857,3.2586,1.8698,0.0488,3.2188,44.6401,43.58,1.0602,4.1592,50.1429,75.4602
53.364,1.8926,0.0847,0.1575,3.3616,1.9095,0.055,3.3698,43.9626,42.9782,0.9845,4.1513,52.0286,75.5955
53.5164,1.8832,0.0885,0.182,3.2951,1.905,0.0526,3.2768,44.0951,42.7687,1.3264,4.355,52.034,74.9906
53.6688,1.8866,0.0894,0.1474,3.2304,1.9201,0.0656,3.2451,43.7788,42.5646,1.2143,4.2665,53.1526,74.6332
53.8212,1.879,0.0837,0.0868,3.214,1.8976,0.0677,3.1596,43.8909,42.8472,1.0437,4.0812,54.279,73.2205
53.9736,1.88,0.0767,0.1441,3.2383,1.8816,0.0405,3.2899,44.3132,43.1063,1.2069,4.0777,54.2467,74.6168
54.126,1.8794,0.0674,0.1956,3.3297,1.8968,0.028,3.3486,44.072,42.9466,1.1255,3.9243,51.6154,73.6215
54.2784,1.8927,0.0617,0.2621,3.2857,1.9157,0.006,3.3182,44.4829,43.497,0.9859,3.8037,54.1113,75.5276
54.4308,1.9126,0.0602,0.238,3.3162,1.9692,0.0239,3.2312,45.4536,44.499,0.9546,3.6708,55.5657,73.9745
54.5832,1.9175,0.0546,0.2322,3.2691,1.9577,0.0183,3.3081,45.3893,44.2063,1.1829,3.698,57.9771,73.5505
54.7356,1.9203,0.0531,0.2351,3.2541,1.9447,0.0117,3.3431,45.1087,43.8763,1.2325,3.6365,53.4708,70.7133
54.888,1.9218,0.0567,0.2262,3.2438,1.9399,0.0138,3.4086,44.9262,43.8518,1.0744,3.6017,51.0924,70.8743
55.0404,1.9071,0.0575,0.2435,3.2384,1.915,0.0072,3.4452,45.0533,44.3829,0.6704,3.4667,52.8103,71.942
55.1928,1.9034,0.0635,0.2347,3.3001,1.9325,0.0228,3.4079,45.4249,44.761,0.6639,3.4454,52.2631,73.7643
55.3452,1.8986,0.0639,0.2414,3.1803,1.914,0.0151,3.2586,45.2052,44.9319,0.2732,3.3487,51.5905,74.2302
55.4976,1.9123,0.0704,0.2214,3.1848,1.9609,0.0411,3.4057,45.6335,45.4134,0.2201,3.3491,49.7884,71.4344
55.65,1.9155,0.0688,0.2267,3.246,1.9316,0.0245,3.497,46.0046,45.6994,0.3052,3.4106,51.8747,70.5153
55.8024,1.9237,0.0696,0.2038,3.4131,1.954,0.0357,3.7666,45.9506,45.5583,0.3922,3.4975,53.4395,70.9654
55.9548,1.927,0.0706,0.1664,3.4545,1.9476,0.0441,3.3838,45.6877,45.1539,0.5338,3.5959,54.0918,72.3823
56.1072,1.9222,0.0732,0.1798,3.3594,1.9325,0.0367,3.4528,44.9899,44.4338,0.5561,3.5984,49.9945,74.1446
56.2596,1.9087,0.0733,0.2024,3.2608,1.9243,0.035,3.32,45.6268,45.2706,0.3562,3.4295,49.6105,73.343
56.412,1.8899,0.0676,0.2025,3.1762,1.9299,0.0341,3.1601,45.487,45.4006,0.0864,3.3453,51.2056,73.2562
56.5644,1.8773,0.0658,0.189,3.2853,1.912,0.027,3.3588,44.9382,44.9382,0.0,3.32,54.2388,71.7357
56.7168,1.8764,0.0687,0.1836,3.3272,1.9126,0.0306,3.3926,45.6146,45.6146,0.0,3.3859,54.9652,70.44
56.8692,1.8773,0.0735,0.1634,3.3639,1.9259,0.0495,3.559,45.1125,45.1125,0.0,3.3819,51.5613,69.6025
57.0216,1.8771,0.0718,0.0975,3.2867,1.9201,0.0649,3.3846,44.6905,44.6608,0.0297,3.4152,50.3616,66.5253
57.174,1.884,0.0764,0.09,3.2823,1.9206,0.0796,3.4116,44.403,44.403,0.0,3.3864,49.7201,66.6816
57.3264,1.8779,0.0733,0.1534,3.29,1.8596,0.0379,3.2281,43.9064,43.9064,0.0,3.3932,50.2164,68.3878
57.4788,1.8858,0.0837,0.2475,3.2887,1.8815,0.031,3.398,43.7701,43.7701,0.0,3.4497,51.5062,70.7002
57.6312,1.8903,0.0885,0.2688,3.3514,1.9228,0.0502,3.2992,43.6872,43.6872,0.0,3.4745,49.241,73.1268
57.7836,1.9052,0.1022,0.2869,3.3389,1.942,0.0586,3.3155,44.0151,44.0151,0.0,3.4902,50.348,73.2484
57.936,1.9068,0.1098,0.2568,3.3566,1.9536,0.0745,3.4104,43.891,43.891,0.0,3.5499,48.3764,74.2277
58.0884,1.899,0.112,0.2122,3.1731,1.9738,0.0931,3.2232,43.7196,43.7196,0.0,3.5457,50.5568,73.545
58.2408,1.8889,0.1119,0.1919,3.1488,1.9592,0.0943,3.3406,43.4537,43.4537,0.0,3.5755,52.0796,72.8334
58.3932,1.8796,0.1124,0.2016,3.1028,1.9374,0.0824,3.2385,42.7549,42.7549,0.0,3.542,54.9417,69.4816
58.5456,1.8735,0.1068,0.2236,3.208,1.9084,0.0667,3.4623,42.7021,42.7021,0.0,3.5429,52.1877,69.1292
58.698,1.8829,0.1111,0.2291,3.2569,1.9199,0.0676,3.5267,43.2463,43.2463,0.0,3.528,52.1213,69.414
58.8504,1.8891,0.1076,0.2222,3.3175,1.9444,0.0739,3.5405,42.9169,42.9169,0.0,3.5098,51.2932,73.2901
59.0028,1.8954,0.1131,0.2624,3.3486,1.9501,0.0688,3.5873,42.9709,42.9709,0.0,3.4866,54.1582,70.1879
59.1552,1.8888,0.122,0.2652,3.3574,1.9648,0.0857,3.4857,43.2707,43.2707,0.0,3.4095,52.3054,68.6162
59.3076,1.8769,0.1348,0.3024,3.3526,1.9476,0.0824,3.2849,43.5511,43.5511,0.0,3.374,50.2752,66.6976
59.46,1.855,0.1338,0.2575,3.2756,1.9476,0.1007,3.193,43.1337,43.1337,0.0,3.3767,50.8116,68.4725
59.6124,1.8352,0.1284,0.2372,3.201,1.903,0.0898,3.2122,42.9139,42.9139,0.0,3.352,51.8154,68.4372
59.7648,1.8316,0.128,0.2214,3.1498,1.9097,0.1025,3.3346,43.356,43.2533,0.1027,3.3831,53.9752,65.8706
59.9172,1.8369,0.1304,0.2446,3.1364,1.9029,0.0967,3.4158,43.4831,43.3712,0.1119,3.3715,53.4109,63.8211
60.0696,1.8434,0.1348,0.2651,3.0591,1.9355,0.1011,3.2023,43.9101,43.6106,0.2995,3.4654,51.4955,63.8541
60.222,1.845,0.1339,0.2625,3.1154,1.9376,0.0968,3.2268,44.1383,43.5483,0.59,3.6144,52.0886,65.2536
60.3744,1.8459,0.131,0.239,3.2552,1.9467,0.0991,3.2202,43.447,43.1266,0.3204,3.4125,51.2162,65.9355
60.5268,1.8576,0.1312,0.2302,3.3771,1.9409,0.0987,3.3853,43.3701,43.3701,0.0,3.3191,51.8837,63.4083
60.6792,1.8627,0.1329,0.2167,3.3162,1.9411,0.1035,3.4367,43.9837,43.9837,0.0,3.2805,51.5044,64.6433
60.8316,1.8719,0.1415,0.1897,3.3327,1.9546,0.1184,3.4696,43.6075,43.6075,0.0,3.2976,51.1018,65.5166
60.984,1.8779,0.1373,0.1593,3.298,1.9488,0.1166,3.4635,43.0639,43.0639,0.0,3.2811,53.9809,66.4242
61.1364,1.8795,0.1191,0.1462,3.3296,1.9482,0.1058,3.4778,43.5513,43.4375,0.1138,3.2737,53.2849,67.7232
61.2888,1.8889,0.1029,0.1321,3.252,1.9364,0.0855,3.5138,43.3647,43.3647,0.0,3.2408,54.302,68.1678
61.4412,1.8841,0.0875,0.0808,3.2517,1.947,0.0911,3.4898,43.2547,43.2547,0.0,3.2231,54.48,71.8422
61.5936,1.8906,0.086,0.0458,3.2392,1.9288,0.0897,3.3888,43.4474,43.1743,0.2731,3.3753,54.4861,71.6477
61.746,1.892,0.0905,0.0325,3.1992,1.9129,0.0842,3.3092,43.5192,43.3678,0.1513,3.3003,57.3295,71.0
61.8984,1.8923,0.0983,0.0478,3.2462,1.8846,0.0686,3.4301,43.3144,43.3144,0.0,3.1259,53.2934,68.4029
62.0508,1.8939,0.1047,0.1061,3.2722,1.9023,0.0679,3.5629,43.0698,43.0698,0.0,3.2022,54.0083,67.8078
62.2032,1.892,0.1013,0.1189,3.311,1.9326,0.0735,3.5107,42.972,42.972,0.0,3.2563,51.7383,69.2631
62.3556,1.9025,0.0999,0.155,3.243,1.9366,0.0647,3.5669,42.5721,42.5721,0.0,3.2885,54.9069,71.1626
62.508,1.9081,0.0946,0.1522,3.1998,1.9315,0.0607,3.4141,42.6375,42.6375,0.0,3.3116,53.7332,70.4124
62.6604,1.911,0.0885,0.115,3.194,1.9236,0.0672,3.4787,42.8885,42.819,0.0695,3.4124,54.2329,70.5506
62.8128,1.9094,0.0854,0.088,3.1832,1.9169,0.0682,3.3863,42.6473,42.5551,0.0923,3.4891,51.992,69.8964
62.9652,1.9012,0.081,0.1055,3.1068,1.9037,0.0561,3.2785,42.2238,42.1023,0.1215,3.5904,52.2432,70.6479
63.1176,1.9114,0.0921,0.1283,3.1575,1.9174,0.065,3.3116,42.1737,41.8102,0.3635,3.6485,53.3245,69.5092
63.27,1.9027,0.0919,0.1316,3.2192,1.9123,0.0646,3.3131,41.9614,41.4616,0.4998,3.6853,54.6697,69.5841
63.4224,1.9032,0.0996,0.1515,3.3699,1.9149,0.0686,3.6501,41.0245,40.7804,0.2442,3.6686,54.98,69.8652
63.5748,1.9028,0.0938,0.1451,3.2433,1.9388,0.0768,3.539,40.9928,40.6495,0.3433,3.7754,54.6331,70.2005
63.7272,1.9162,0.0941,0.195,3.2052,1.9443,0.0604,3.4151,40.9288,40.6424,0.2864,3.7526,54.3915,70.2659
63.8796,1.9292,0.0913,0.2298,3.1715,1.9699,0.0546,3.3035,40.5875,40.421,0.1665,3.6707,53.5393,68.9536
64.032,1.9264,0.0887,0.2254,3.2655,1.9703,0.0541,3.1745,39.9902,39.9902,0.0,3.6012,51.4474,69.3721
64.1844,1.9248,0.0907,0.2098,3.3052,1.9727,0.0646,3.13,39.2351,39.2351,0.0,3.5277,52.3198,67.837
64.3368,1.9249,0.0954,0.1507,3.3551,1.9598,0.0809,3.1081,38.4598,38.4598,0.0,3.5378,52.2739,68.0279
64.4892,1.9157,0.0962,0.1835,3.3863,1.927,0.0589,3.1924,38.2655,38.2655,0.0,3.427,55.9019,66.3658
64.6416,1.9201,0.1004,0.2047,3.3884,1.9414,0.0599,3.3529,38.3388,38.3388,0.0,3.3212,51.9621,68.8206
64.794,1.9111,0.0896,0.2558,3.3535,1.9417,0.0384,3.3616,38.1705,38.1705,0.0,3.2555,52.4442,69.3741
64.9464,1.9148,0.0789,0.2733,3.3078,1.9421,0.0261,3.2745,38.5065,38.5065,0.0,3.2211,49.8556,70.3545
65.0988,1.9071,0.0727,0.2593,3.3779,1.9434,0.0266,3.3934,38.8278,38.8278,0.0,3.2912,53.345,68.3747
65.2512,1.896,0.0739,0.2258,3.4292,1.9249,0.0327,3.5518,38.8407,38.8407,0.0,3.291,52.531,67.6212
65.4036,1.8811,0.0757,0.2232,3.4089,1.9127,0.0359,3.594,38.776,38.776,0.0,3.3148,54.1115,66.3589
65.556,1.879,0.0731,0.2614,3.3908,1.9106,0.0274,3.6468,38.8302,38.8302,0.0,3.3305,52.224,68.0063
65.7084,1.8876,0.0727,0.302,3.3844,1.9137,0.0132,3.4925,39.0106,39.0106,0.0,3.366,52.9582,69.9924
65.8608,1.9046,0.0782,0.3286,3.5725,1.9311,0.0101,3.6928,40.0762,39.6068,0.4694,3.6443,51.3832,71.2558
66.0132,1.9026,0.0764,0.3037,3.6313,1.9317,0.0148,3.6714,40.7479,40.5502,0.1977,3.5318,51.9958,72.3418
66.1656,1.91,0.0779,0.292,3.5961,1.9324,0.018,3.6722,42.5613,42.2058,0.3555,3.5812,51.9714,71.2679
