DEPTH(m),RHOB(g_cm^3),DRHO,DRRT,PEF,IDRO,IDDR,IDPE,MRP_T2(%),BFV_T2(%),FFV_T2(%),T2LM_T2(ms),TNPH(%),GR(gAPI)
4.1388,1.3718,0.0008,0.2223,3.3762,1.5041,-0.0055,3.2474,80.3063,56.4377,23.8686,19.1699,65.052,50.5893
4.2912,1.3719,0.0038,0.2002,3.3952,1.5096,0.0037,3.3785,81.3702,61.1107,20.2596,16.8975,65.0489,50.7254
4.4436,1.3706,0.0023,0.2136,3.4315,1.4857,-0.011,3.6002,84.2852,64.7708,19.5144,15.3705,63.8577,51.7917
4.596,1.3832,0.0056,0.2338,3.4286,1.511,-0.0104,3.6986,84.8055,64.7854,20.0201,15.5148,61.2554,52.7545
4.7484,1.3902,0.0072,0.242,3.3972,1.536,-0.0015,3.4994,85.3872,64.4324,20.9548,14.6081,57.7119,52.7929
4.9008,1.3882,0.0056,0.2686,3.3506,1.5241,-0.0102,3.5355,87.0219,67.5606,19.4613,13.6811,58.1522,53.6244
5.0532,1.3836,0.0056,0.2864,3.3503,1.5283,-0.0121,3.5222,86.499,68.8526,17.6464,12.743,58.0902,56.5265
5.2056,1.3826,0.0041,0.2956,3.3236,1.5214,-0.0157,3.5758,86.0645,70.0329,16.0317,11.8048,57.6428,58.8407
5.358,1.3797,0.0058,0.2869,3.3638,1.5198,-0.0096,3.6527,85.9308,70.11,15.8207,11.0705,60.0939,58.1165
5.5104,1.3898,0.0133,0.266,3.3869,1.5182,-0.0015,3.794,86.6945,73.2165,13.478,10.2285,58.549,57.1413
5.6628,1.3913,0.0173,0.2737,3.5123,1.5071,-0.0008,3.9401,86.242,75.0668,11.1752,9.5246,61.4933,58.7709
5.8152,1.3947,0.0184,0.28,3.5816,1.4978,-0.006,3.906,85.48,78.0672,7.4129,8.5248,61.0674,62.2594
5.9676,1.3852,0.0121,0.2863,3.4722,1.4835,-0.011,3.9023,85.3832,78.1552,7.228,8.141,66.4749,67.0777
6.12,1.3889,0.0117,0.2677,3.369,1.4872,-0.0061,3.8312,82.8772,78.1586,4.7186,7.7642,63.7237,67.4736
6.2724,1.4009,0.0142,0.2714,3.3059,1.4903,-0.0101,3.6777,82.3021,77.6472,4.6549,7.419,61.0637,66.9334
6.4248,1.4143,0.0212,0.2288,3.4176,1.5112,0.0022,3.7834,81.1971,78.837,2.3601,6.8924,57.3814,63.8817
6.5772,1.4271,0.0284,0.2111,3.4669,1.518,0.0114,3.9628,79.2639,78.1844,1.0795,6.547,61.0489,62.3848
6.7296,1.4354,0.0343,0.1938,3.4473,1.5189,0.0173,4.0852,78.85,77.6621,1.1879,6.3829,62.8974,63.5072
6.882,1.447,0.0396,0.1935,3.4626,1.5172,0.017,4.1606,78.4123,77.7413,0.671,6.192,63.9073,66.8087
7.0344,1.4485,0.0413,0.1537,3.426,1.5168,0.0255,4.1161,77.9905,77.9905,0.0,5.9912,64.1286,70.6428
7.1868,1.4522,0.0429,0.1035,3.3809,1.536,0.0476,3.8735,76.9182,76.9182,0.0,5.8453,66.5144,72.1806
7.3392,1.4417,0.0365,0.0798,3.2402,1.5161,0.0518,3.5882,77.4455,77.4455,0.0,5.8493,67.0568,70.0958
7.4916,1.4348,0.0344,0.1093,3.1463,1.4598,0.0327,3.4995,76.9588,76.9588,0.0,5.9343,64.3916,67.043
7.644,1.4253,0.0339,0.1571,3.1543,1.4623,0.0158,3.238,76.6284,76.2521,0.3763,6.1927,64.2619,63.9017
7.7964,1.4305,0.0357,0.2052,3.2379,1.4594,0.0003,3.5339,77.6176,76.121,1.4966,6.7606,66.7909,61.0691
7.9488,1.4425,0.0387,0.2291,3.3537,1.5076,0.0121,3.5882,75.9445,74.9033,1.0412,6.5487,74.1608,59.5876
8.1012,1.4555,0.0397,0.2544,3.4316,1.5202,0.0023,3.6943,76.1924,75.0156,1.1768,6.7246,69.831,61.0159
8.2536,1.4622,0.037,0.3029,3.5545,1.5421,-0.0014,3.8345,76.3352,75.402,0.9333,6.7335,68.1222,64.5692
8.406,1.4788,0.0318,0.3346,3.8077,1.5814,-0.0021,4.3871,74.8732,74.3216,0.5516,6.6831,60.6661,65.0399
8.5584,1.4924,0.0321,0.3565,3.8776,1.5885,-0.0067,4.2745,74.3725,74.0087,0.3638,6.7814,61.5328,64.619
8.7108,1.4901,0.0361,0.3291,3.798,1.5794,-0.0013,4.0608,73.5399,73.1538,0.386,7.0982,61.172,63.2768
8.8632,1.4814,0.0419,0.2812,3.4417,1.5596,0.0106,3.7367,72.6367,72.0521,0.5847,7.4667,60.4349,66.2677
9.0156,1.4745,0.04,0.2737,3.1569,1.5488,0.0095,3.5522,72.6497,71.8155,0.8342,7.6835,58.2943,63.7841
9.168,1.4847,0.0394,0.3024,3.1025,1.5498,-0.0034,3.3475,71.9205,71.0892,0.8313,7.7952,55.9046,61.4086
9.3204,1.5304,0.0543,0.2805,3.0399,1.6257,0.0269,2.9917,72.4599,71.7965,0.6634,7.7014,57.4181,56.6812
9.4728,1.4747,0.0334,0.2916,3.4712,1.5444,-0.005,3.1865,73.1048,72.5836,0.5211,7.7571,57.7591,55.3217
9.6252,1.4674,0.0271,0.2609,4.4,1.5477,0.0058,3.7694,74.1556,73.514,0.6416,7.996,59.7129,54.221
9.7776,1.4489,0.0211,0.2477,4.4772,1.5034,-0.0056,3.833,73.9897,73.4401,0.5496,8.1539,59.5232,54.0091
9.93,1.5076,0.0502,0.145,4.0712,1.5902,0.0477,3.5696,73.2844,72.6668,0.6176,8.3773,61.1875,53.2637
10.0824,1.5081,0.0632,0.078,3.1785,1.5618,0.0624,3.4534,72.7884,72.329,0.4594,8.4757,61.2027,54.1512
10.2348,1.4894,0.0585,0.0515,3.2054,1.5373,0.0778,3.4385,72.5431,72.3708,0.1723,8.2645,59.5423,55.1436
10.3872,1.5172,0.0569,0.1532,3.2762,1.5247,0.0206,3.3971,72.7765,72.7765,0.0,8.1742,56.6868,56.0983
10.5396,1.5564,0.053,0.2861,3.2643,1.6038,0.0094,3.3515,72.6341,72.6341,0.0,8.1989,58.1563,56.4586
10.692,1.5903,0.0606,0.297,3.2092,1.689,0.0328,3.1549,71.9883,71.9883,0.0,8.262,61.9392,55.3348
10.8444,1.5807,0.0632,0.161,3.1136,1.6825,0.0766,2.9164,72.1485,72.1485,0.0,8.1306,65.5674,56.8842
10.9968,1.5621,0.0708,0.073,3.0826,1.6037,0.0704,3.3592,71.4726,71.4726,0.0,8.1115,61.3139,59.4469
11.1492,1.5572,0.0705,0.1692,3.0791,1.5736,0.0495,3.5963,71.0813,71.0813,0.0,8.0941,58.2839,64.3182
11.3016,1.5687,0.0723,0.1958,3.0634,1.6306,0.0548,3.3023,69.4999,69.4999,0.0,8.098,59.4898,62.7175
11.454,1.5713,0.07,0.202,3.1792,1.6153,0.0436,3.298,69.8183,69.8183,0.0,7.8689,61.6577,62.4999
11.6064,1.5778,0.0702,0.1688,3.3056,1.6243,0.0509,3.432,69.7513,69.7513,0.0,7.7285,62.1841,59.3779
11.7588,1.5826,0.0706,0.1357,3.3989,1.6136,0.0545,3.5677,69.5196,69.5196,0.0,7.4727,61.1783,59.5774
11.9112,1.5925,0.0737,0.1186,3.3148,1.6174,0.0554,3.3583,68.6148,68.6148,0.0,7.467,60.3861,55.126
12.0636,1.5958,0.0733,0.1102,3.2195,1.6295,0.0588,3.1467,67.3593,67.3593,0.0,7.3955,60.0081,53.5054
12.216,1.5905,0.0683,0.1215,3.1604,1.6087,0.0465,3.3814,67.3304,67.3304,0.0,7.1299,61.7608,55.2289
12.3684,1.5912,0.0681,0.1135,3.1899,1.625,0.0562,3.3591,66.534,66.534,0.0,7.016,60.506,57.5913
12.5208,1.5979,0.07,0.146,3.2442,1.6167,0.0466,3.4846,65.532,65.532,0.0,6.9751,60.8449,61.2399
12.6732,1.6137,0.074,0.179,3.2558,1.652,0.0541,3.2968,66.122,65.9663,0.1556,7.0378,56.5035,60.7773
12.8256,1.627,0.0742,0.2002,3.1981,1.673,0.0536,3.2441,65.412,65.412,0.0,6.9359,55.6302,59.5967
12.978,1.6359,0.0767,0.2222,3.0836,1.6732,0.0465,3.0955,66.6468,66.6468,0.0,6.708,55.6809,55.7039
13.1304,1.6275,0.0742,0.2337,3.1169,1.6688,0.043,3.0996,66.0773,66.0773,0.0,6.6104,56.5211,55.2665
13.2828,1.6313,0.0782,0.2082,3.2775,1.6713,0.0525,3.3072,65.5828,65.5828,0.0,6.5332,59.3589,54.9004
13.4352,1.6392,0.0783,0.2197,3.4796,1.6689,0.0434,3.6176,65.4975,65.4975,0.0,6.6426,61.581,53.8467
13.5876,1.652,0.0803,0.2314,3.4746,1.684,0.0456,3.8091,66.3239,66.3239,0.0,6.55,61.8248,52.5894
13.74,1.6414,0.0782,0.2696,3.3551,1.6918,0.0397,3.6229,67.0678,67.0678,0.0,6.549,61.5745,53.0533
13.8924,1.6271,0.0729,0.2799,3.2436,1.6762,0.0311,3.2698,67.8057,67.8057,0.0,6.6124,59.9444,54.3921
14.0448,1.6121,0.0712,0.2393,3.2205,1.6703,0.0445,3.3229,68.5175,68.5175,0.0,6.5101,61.0032,55.2673
14.1972,1.6002,0.0678,0.222,3.1708,1.6473,0.0418,3.1874,68.9501,68.9501,0.0,6.4563,59.5542,54.3073
14.3496,1.5982,0.0695,0.1926,3.093,1.6322,0.0391,3.076,68.8224,68.8224,0.0,6.3388,61.3964,54.0164
14.502,1.601,0.0701,0.1901,3.0403,1.6387,0.0387,3.1076,68.9344,68.9344,0.0,6.1949,58.8076,52.691
14.6544,1.6156,0.07,0.1675,3.0838,1.6528,0.0454,3.2102,68.0707,68.0707,0.0,6.2508,61.1605,53.3996
14.8068,1.6289,0.073,0.1736,3.1645,1.6725,0.0533,3.3796,67.2195,67.2195,0.0,6.2923,57.76,55.8698
14.9592,1.6399,0.0755,0.1921,3.2894,1.6652,0.0464,3.5102,67.1584,67.1584,0.0,6.2247,57.9602,57.4608
15.1116,1.6526,0.0789,0.1882,3.2482,1.6846,0.0495,3.3947,67.2732,67.2732,0.0,6.137,56.1327,59.2665
15.264,1.6547,0.0722,0.18,3.2696,1.6843,0.0444,3.294,67.3469,67.3469,0.0,6.0742,59.717,57.7531
15.4164,1.6692,0.0684,0.1362,3.2787,1.7129,0.0545,3.4768,67.1285,67.1285,0.0,5.9573,63.4457,60.9147
15.5688,1.6791,0.0652,0.1348,3.3235,1.702,0.044,3.4182,66.0177,66.0177,0.0,5.9729,63.8079,62.0551
15.7212,1.7072,0.0743,0.1412,3.333,1.7331,0.05,3.3497,65.3621,65.3621,0.0,6.0506,59.6318,63.0054
15.8736,1.7133,0.0771,0.1702,3.315,1.7393,0.0457,3.4388,65.3186,65.3186,0.0,6.0724,58.2337,61.4261
16.026,1.7194,0.0789,0.1704,3.3309,1.7505,0.0534,3.5915,64.7767,64.7767,0.0,6.1811,60.4495,61.6985
16.1784,1.7139,0.0732,0.1374,3.3742,1.7503,0.0644,3.593,64.3787,64.3787,0.0,6.216,60.4998,63.7256
16.3308,1.717,0.0718,0.068,3.3351,1.7628,0.0706,3.4502,64.1154,64.1154,0.0,6.2472,58.1451,66.3497
16.4832,1.7044,0.068,0.095,3.3369,1.7487,0.0709,3.4155,64.373,64.373,0.0,6.2199,54.6317,66.1278
16.6356,1.6995,0.066,0.1007,3.2336,1.7502,0.0753,3.0672,64.4071,64.4071,0.0,6.3168,56.3535,63.5293
16.788,1.7012,0.0666,0.0898,3.1934,1.7183,0.0564,3.0271,64.5375,64.5375,0.0,6.3544,57.4306,62.9919
16.9404,1.7044,0.0675,0.1691,3.1595,1.7028,0.0291,3.4589,63.9534,63.9534,0.0,6.4032,59.2317,65.1047
17.0928,1.7098,0.0697,0.1548,3.2888,1.754,0.0538,3.6102,63.2384,63.2384,0.0,6.4566,55.4733,68.5079
17.2452,1.7137,0.0695,0.1289,3.3461,1.7487,0.0517,3.6734,63.523,63.523,0.0,6.4847,53.8487,70.3142
17.3976,1.7322,0.0746,0.1678,3.3223,1.7755,0.0599,3.5983,63.7053,63.612,0.0933,6.486,53.5379,70.2071
17.55,1.7499,0.0754,0.1509,3.2455,1.7858,0.0577,3.4024,63.4504,63.3286,0.1218,6.503,55.6082,70.48
17.7024,1.7583,0.0709,0.094,3.2407,1.7984,0.0666,3.174,63.5719,63.5719,0.0,6.2404,57.1019,69.0415
17.8548,1.7555,0.0615,0.0327,3.326,1.793,0.0746,3.2303,62.9362,62.9362,0.0,5.9976,56.7914,68.3977
18.0072,1.7621,0.0573,0.1035,3.3813,1.7697,0.0545,3.346,62.8671,62.759,0.1081,5.8547,58.4288,66.4088
18.1596,1.7584,0.0496,0.097,3.3482,1.7698,0.0234,3.6688,62.3784,62.297,0.0814,5.6823,58.4788,65.2222
18.312,1.763,0.0554,0.0773,3.3492,1.7988,0.0565,3.4946,61.7678,61.7678,0.0,5.5026,61.2184,63.5803
18.4644,1.7563,0.0539,0.1539,3.3615,1.7944,0.0729,3.489,61.4917,61.4917,0.0,5.3983,59.0706,66.0156
18.6168,1.7635,0.0555,0.1273,3.3368,1.7756,0.0324,3.3416,61.3132,61.3132,0.0,5.3929,58.0676,68.673
18.7692,1.7587,0.0446,0.0623,3.2915,1.7717,0.0359,3.5325,62.232,62.232,0.0,5.331,55.5849,70.4928
18.9216,1.7291,0.0455,0.0785,3.2285,1.7614,0.0439,3.3067,62.4261,62.4261,0.0,5.3099,54.7789,69.1447
19.074,1.7222,0.0559,0.0408,3.3062,1.7286,0.0395,3.4349,62.3209,62.3209,0.0,5.3227,54.4638,67.4038
19.2264,1.7188,0.052,0.0735,3.3735,1.7323,0.0465,3.5118,62.5521,62.5521,0.0,5.2713,54.6122,67.7927
19.3788,1.746,0.0546,0.1655,3.4337,1.7695,0.0301,3.4844,63.055,63.055,0.0,5.2224,56.3413,67.4924
19.5312,1.7391,0.0518,0.2102,3.4844,1.7466,0.0155,3.699,63.543,63.543,0.0,5.4111,58.0741,64.9453
19.6836,1.7369,0.0588,0.2138,3.5068,1.7654,0.0278,3.6517,64.1651,64.1651,0.0,5.4797,56.6536,63.665
19.836,1.7262,0.0522,0.1988,3.463,1.7375,0.0151,3.5437,64.9526,64.9526,0.0,5.5461,54.0357,62.5177
19.9884,1.7306,0.0586,0.1824,3.4026,1.7542,0.0293,3.614,65.6922,65.6922,0.0,5.5707,53.4009,62.4774
20.1408,1.7173,0.0588,0.1552,3.3815,1.7236,0.0227,3.6009,66.0266,66.0266,0.0,5.4482,54.0786,62.1753
20.2932,1.7093,0.063,0.1472,3.3495,1.7436,0.0432,3.4694,66.0281,66.0281,0.0,5.2776,55.5082,62.1403
20.4456,1.6971,0.0624,0.151,3.2634,1.723,0.0386,3.2983,66.0831,66.0477,0.0354,5.0936,55.5356,60.9391
20.598,1.6884,0.0606,0.1434,3.1963,1.7288,0.0435,3.4497,66.0905,65.8297,0.2609,5.0342,57.9989,60.5107
20.7504,1.6805,0.0598,0.1544,3.1377,1.6869,0.0165,3.2477,65.8163,65.6113,0.2049,4.8702,58.7736,60.5957
20.9028,1.6678,0.0599,0.1419,3.187,1.6966,0.0324,3.198,66.2618,65.9497,0.3121,4.7889,57.8973,62.229
21.0552,1.6608,0.0603,0.1327,3.157,1.6846,0.0377,3.1344,64.9152,64.8324,0.0828,4.6309,54.7045,61.4062
21.2076,1.6576,0.0646,0.1069,3.2246,1.7001,0.0594,3.2015,65.5373,65.0455,0.4918,4.6809,54.3928,63.5048
21.36,1.6586,0.0675,0.1136,3.1718,1.679,0.0555,3.1817,64.5193,64.0315,0.4879,4.6861,59.0401,63.2748
21.5124,1.6537,0.0717,0.0836,3.1764,1.6939,0.0713,3.2404,63.8195,63.2667,0.5527,4.668,59.2769,64.6369
21.6648,1.6473,0.0772,0.0809,3.1755,1.6585,0.0606,3.1964,63.9971,63.0701,0.927,4.7271,56.8067,62.3805
21.8172,1.6383,0.0824,0.0805,3.2566,1.6434,0.0639,3.4842,63.2195,62.6847,0.5349,4.4584,53.7339,61.058
21.9696,1.6326,0.0827,0.1532,3.2451,1.6361,0.0485,3.7469,63.8381,63.3925,0.4456,4.3755,54.7196,59.1244
22.122,1.6241,0.0759,0.2551,3.1834,1.6407,0.0219,3.6573,63.4948,63.2129,0.2819,4.3798,56.863,58.5943
22.2744,1.6227,0.0644,0.3217,3.1151,1.6762,0.0057,3.3823,63.6158,63.338,0.2778,4.3249,56.8264,60.9539
22.4268,1.6352,0.0646,0.3453,3.1383,1.7047,0.008,3.3648,63.1047,62.9889,0.1159,4.1168,57.7978,61.5803
22.5792,1.6391,0.0623,0.3296,3.1646,1.7123,0.0184,3.5636,62.6459,62.6459,0.0,4.012,55.7335,61.2057
22.7316,1.6501,0.0686,0.3132,3.1702,1.7138,0.0264,3.5296,62.9759,62.8718,0.1041,4.037,56.5084,58.6474
22.884,1.6522,0.0713,0.2778,3.1777,1.7116,0.0315,3.342,62.9299,62.9299,0.0,3.997,54.853,57.4131
23.0364,1.6591,0.076,0.2812,3.1825,1.7136,0.0331,3.3467,63.1046,63.1046,0.0,3.9892,54.6006,57.8237
23.1888,1.6539,0.0729,0.317,3.2011,1.7169,0.0226,3.5661,63.0201,63.0201,0.0,3.97,53.5467,57.7035
23.3412,1.6446,0.068,0.3799,3.1793,1.7202,0.0073,3.666,62.727,62.727,0.0,3.9517,54.8209,57.144
23.4936,1.6273,0.0608,0.4045,3.2096,1.7322,0.0106,3.7124,62.4222,62.4222,0.0,3.9625,57.0842,57.0009
23.646,1.6195,0.0563,0.4169,3.1896,1.7458,0.019,3.5443,61.837,61.837,0.0,3.916,56.9206,58.6469
23.7984,1.6278,0.0535,0.4111,3.2298,1.7473,0.0152,3.6984,61.0787,61.0787,0.0,3.8596,57.3184,57.93
23.9508,1.6533,0.0557,0.3979,3.2608,1.7601,0.0129,3.5606,60.8038,60.8038,0.0,3.8347,58.4291,57.9383
24.1032,1.6656,0.0533,0.3897,3.3275,1.7568,0.0156,3.7432,60.7257,60.7257,0.0,3.856,59.5227,57.5809
24.2556,1.6728,0.0555,0.3304,3.3112,1.7583,0.0271,3.6553,60.2227,60.2227,0.0,3.8614,60.9374,61.093
24.408,1.6574,0.057,0.3096,3.2619,1.7257,0.017,3.6233,59.8393,59.8393,0.0,3.7966,58.6469,60.7069
24.5604,1.6507,0.0615,0.3563,3.2,1.7138,0.0045,3.4925,59.1979,59.1979,0.0,3.7305,60.2214,60.2139
24.7128,1.6468,0.06,0.3977,3.1567,1.7129,-0.0007,3.3308,59.4901,59.4901,0.0,3.6086,61.0916,56.9245
24.8652,1.6544,0.0572,0.3994,3.1277,1.7182,-0.0013,3.1926,59.4781,59.4781,0.0,3.5361,64.0062,56.8957
25.0176,1.6736,0.0653,0.3505,3.1073,1.7321,0.0161,3.0823,59.5994,59.5994,0.0,3.4709,66.4993,57.6533
25.17,1.6689,0.062,0.2957,3.2145,1.7174,0.0206,3.4028,59.5142,59.5142,0.0,3.4887,65.6909,61.2466
25.3224,1.6796,0.0592,0.2542,3.2499,1.719,0.024,3.3589,59.5742,59.5742,0.0,3.4943,65.166,60.7167
25.4748,1.6861,0.0608,0.2498,3.2208,1.707,0.0137,3.5523,59.7767,59.7767,0.0,3.4951,60.037,58.3119
25.6272,1.7016,0.0711,0.2374,3.2281,1.7461,0.036,3.4107,60.0345,60.0345,0.0,3.4362,58.3581,58.151
25.7796,1.7042,0.0815,0.2196,3.2528,1.7401,0.049,3.2815,60.312,60.312,0.0,3.4256,57.9533,57.5776
25.932,1.6897,0.0768,0.2254,3.3037,1.7353,0.0471,3.3152,60.1356,60.1356,0.0,3.4126,61.1955,58.851
26.0844,1.6787,0.0744,0.1985,3.2226,1.7246,0.0532,3.1799,59.7274,59.7274,0.0,3.4967,61.883,57.9345
26.2368,1.6641,0.0702,0.1554,3.1228,1.7079,0.0589,3.1529,59.5836,59.5836,0.0,3.5389,63.8483,61.4396
26.3892,1.6661,0.0764,0.111,3.2305,1.6979,0.0766,3.2337,59.586,59.586,0.0,3.6062,58.8775,65.4777
26.5416,1.6681,0.0741,0.1668,3.2628,1.686,0.0491,3.6028,59.6345,59.6345,0.0,3.6769,57.7589,67.3586
26.694,1.6859,0.0782,0.2171,3.3068,1.7223,0.0548,3.786,59.4085,59.4085,0.0,3.7345,54.9775,65.5298
26.8464,1.6943,0.0819,0.26,3.2179,1.7516,0.0538,3.6263,59.153,59.153,0.0,3.7108,57.7064,62.2989
26.9988,1.6886,0.0832,0.2774,3.2736,1.7592,0.0505,3.5396,59.153,59.153,0.0,3.7023,58.8339,59.1146
27.1512,1.6721,0.0833,0.2537,3.2761,1.7546,0.0633,3.5329,58.6731,58.6731,0.0,3.702,60.5069,60.8234
27.3036,1.6561,0.0819,0.208,3.3028,1.7168,0.0643,3.4025,57.6234,57.6234,0.0,3.7673,61.8113,62.9386
27.456,1.6454,0.0807,0.1726,3.3009,1.7013,0.0624,3.4197,56.9825,56.9825,0.0,3.7544,60.9075,65.8612
27.6084,1.6325,0.0819,0.1931,3.3127,1.6667,0.0461,3.6974,56.687,56.687,0.0,3.7594,61.7005,67.4717
27.7608,1.6332,0.0815,0.2029,3.2532,1.704,0.0559,3.7661,55.7715,55.7715,0.0,3.6359,61.1193,68.6011
27.9132,1.6375,0.0828,0.2519,3.2126,1.7061,0.0545,3.6269,56.0864,56.0864,0.0,3.5148,60.9097,67.042
28.0656,1.6506,0.0847,0.2763,3.3472,1.7458,0.0661,3.8213,55.4143,55.4143,0.0,3.4689,57.6489,66.3593
28.218,1.6426,0.0799,0.3026,3.4347,1.7272,0.0515,3.9655,55.1479,55.1479,0.0,3.4224,56.8009,64.1128
28.3704,1.6372,0.0871,0.2422,3.3449,1.7487,0.0742,3.5746,54.9105,54.9105,0.0,3.414,57.888,64.6544
28.5228,1.6237,0.0792,0.191,3.2553,1.71,0.0715,3.4397,55.1344,55.0564,0.078,3.4106,59.6136,62.724
28.6752,1.6206,0.083,0.1829,3.0608,1.7088,0.0763,3.2168,54.0712,54.0712,0.0,3.3332,60.858,62.2492
28.8276,1.6204,0.0737,0.2371,3.0205,1.6867,0.0492,3.2247,53.76,53.76,0.0,3.3014,59.3489,61.8316
28.98,1.6431,0.08,0.3226,3.0092,1.7315,0.0406,3.1654,53.9649,53.9649,0.0,3.306,59.9738,62.7178
29.1324,1.6674,0.0834,0.2945,3.1245,1.7633,0.0512,3.2469,53.8674,53.8674,0.0,3.36,57.4227,64.2145
29.2848,1.6917,0.0931,0.2815,3.2347,1.7793,0.0621,3.4066,53.8521,53.8521,0.0,3.3261,57.0737,66.5355
29.4372,1.6897,0.0976,0.255,3.1709,1.7731,0.0698,3.3217,54.7099,54.7099,0.0,3.3325,56.0878,67.5699
29.5896,1.6748,0.0979,0.2379,3.1502,1.7565,0.0721,3.2633,54.3661,54.3661,0.0,3.3922,56.4217,69.0823
29.742,1.6592,0.0966,0.2235,3.1744,1.7135,0.062,3.3321,54.216,54.216,0.0,3.4015,56.0613,68.539
29.8944,1.6448,0.0947,0.1846,3.1445,1.7103,0.0767,3.1508,54.2256,54.2256,0.0,3.3696,56.4762,67.2372
30.0468,1.6399,0.0955,0.1024,3.1518,1.6761,0.0873,3.0576,54.9047,54.9047,0.0,3.3337,54.3751,63.9402
30.1992,1.6442,0.0943,0.0819,3.2003,1.6777,0.0884,3.0266,54.684,54.684,0.0,3.3026,53.7954,62.2482
30.3516,1.6504,0.0912,0.1084,3.2396,1.6902,0.0855,3.4009,54.5123,54.5123,0.0,3.2902,53.1691,59.6536
30.504,1.6597,0.0921,0.1282,3.3212,1.7007,0.0794,3.8262,54.2898,54.2898,0.0,3.3208,56.5683,60.8299
30.6564,1.6565,0.0922,0.1166,3.2506,1.719,0.0871,3.6147,54.5006,54.5006,0.0,3.3294,62.3584,61.593
30.8088,1.6478,0.0898,0.1369,3.2086,1.6961,0.0712,3.5681,54.567,54.567,0.0,3.3118,64.96,62.1421
30.9612,1.6401,0.0877,0.1384,3.1501,1.6936,0.0719,3.4372,54.1547,54.1547,0.0,3.3219,62.3113,64.173
31.1136,1.6386,0.0868,0.1672,3.1313,1.6775,0.0669,3.4989,53.6363,53.6363,0.0,3.2885,63.3455,64.2723
31.266,1.6527,0.0927,0.1712,3.1761,1.6967,0.0699,3.438,52.9964,52.9964,0.0,3.2799,63.3063,67.6054
31.4184,1.6448,0.088,0.1911,3.2262,1.7017,0.0621,3.4596,53.1381,53.0257,0.1124,3.3052,61.6214,65.0467
31.5708,1.6358,0.0923,0.2117,3.2589,1.7082,0.0667,3.4109,53.1154,53.0101,0.1052,3.3075,57.7129,64.2446
31.7232,1.6192,0.0906,0.1671,3.3496,1.7125,0.0846,3.6073,52.269,51.6453,0.6238,3.5084,56.8461,60.5834
31.8756,1.6224,0.0967,0.1538,3.3071,1.6982,0.0877,3.5885,52.7217,51.8115,0.9103,3.6699,57.7007,61.0278
32.028,1.6184,0.0917,0.1823,3.2466,1.6758,0.0663,3.6963,53.3739,52.118,1.2559,3.8171,57.0334,59.0496
32.1804,1.6131,0.0879,0.2443,3.1328,1.6841,0.0566,3.5125,53.5228,52.3688,1.154,3.7107,56.7767,62.9739
32.3328,1.619,0.0809,0.2698,3.1156,1.7129,0.0577,3.5731,52.0641,51.3656,0.6984,3.5227,57.823,63.9909
32.4852,1.648,0.0801,0.2664,3.1276,1.7575,0.0637,3.2326,52.1925,51.2641,0.9284,3.5924,58.2022,66.5175
32.6376,1.6836,0.084,0.2817,3.1915,1.7577,0.0476,3.2973,52.996,51.7379,1.2581,3.7579,58.1029,66.3533
32.79,1.7067,0.0892,0.2911,3.2056,1.8021,0.0579,3.0556,53.306,52.0518,1.2541,3.7594,60.612,62.721
32.9424,1.7119,0.0908,0.2803,3.2349,1.7991,0.061,3.1831,53.4147,52.0182,1.3966,3.7774,59.5395,64.1048
33.0948,1.712,0.0958,0.2519,3.1872,1.8156,0.0768,3.0122,52.8181,51.5745,1.2436,3.6464,57.4095,65.7319
33.2472,1.7159,0.1019,0.2112,3.2218,1.7786,0.0713,3.2823,52.0379,51.076,0.9618,3.5072,55.2512,67.943
33.3996,1.7259,0.1017,0.144,3.0928,1.7962,0.0857,3.2425,51.5354,50.7621,0.7733,3.4472,55.3775,67.5027
33.552,1.7378,0.0986,0.0784,3.1312,1.778,0.0943,3.2742,51.2627,50.4123,0.8504,3.4554,56.9182,65.7622
33.7044,1.7404,0.0896,0.0946,3.1104,1.7652,0.0894,3.1548,50.7987,50.15,0.6487,3.3911,55.0163,67.1643
33.8568,1.7394,0.0936,0.1028,3.3394,1.7444,0.0738,3.426,50.8459,50.2085,0.6375,3.4002,55.339,67.6571
34.0092,1.7348,0.0961,0.1357,3.3809,1.7367,0.0651,3.641,50.5655,50.0001,0.5655,3.2854,58.5103,70.1383
34.1616,1.7304,0.102,0.1861,3.3614,1.7774,0.0762,3.7488,50.0704,49.5394,0.5309,3.2141,60.8397,70.0781
34.314,1.726,0.1024,0.1616,3.1903,1.7953,0.0909,3.5062,49.3,48.7776,0.5225,3.2275,60.585,68.5232
34.4664,1.7369,0.1059,0.126,3.2203,1.8059,0.102,3.398,48.8785,48.5908,0.2877,3.123,57.4651,64.3973
34.6188,1.7602,0.1085,0.0906,3.297,1.7992,0.1019,3.3759,48.7471,48.7113,0.0358,3.0744,57.719,66.6711
34.7712,1.781,0.1103,0.064,3.3884,1.8265,0.1137,3.621,48.3682,48.0618,0.3064,3.2889,57.6903,68.8281
34.9236,1.7907,0.1077,0.0474,3.354,1.827,0.1144,3.5356,47.8428,47.0149,0.8279,3.5391,59.7063,68.8185
35.076,1.7981,0.1045,0.0313,3.2779,1.8261,0.1084,3.529,47.7574,47.2709,0.4865,3.3952,58.8161,66.0399
